/m/05mlqj,/people/person/profession4,/m/0dgd_,0.0,0.0
/m/0c31_,/people/person/profession4,/m/0dgd_,0.0,1.0
/m/0byfz,/people/person/profession7,/m/0kyk,0.0,0.0
/m/05vzql,/people/person/gender2,/m/02zsn,1.0,1.0
/m/0gry51,/people/person/profession1,/m/0frz0,1.0,1.0
/m/04y8r,/people/person/profession5,/m/0fj9f,0.0,0.0
/m/062dn7,/people/person/gender2,/m/02zsn,0.0,1.0
/m/0dky9n,/people/person/gender2,/m/02zsn,0.0,1.0
/m/05slvm,/people/person/gender2,/m/02zsn,1.0,1.0
/m/03yf4d,/people/person/profession2,/m/0cbd2,0.0,1.0
/m/0dn44,/people/person/profession1,/m/0frz0,1.0,0.0
/m/06z9yh,/people/person/profession6,/m/05t4q,0.0,0.0
/m/0bksh,/people/person/profession2,/m/0cbd2,1.0,1.0
/m/05z775,/people/person/profession7,/m/0kyk,0.0,1.0
/m/0dw3l,/people/person/profession2,/m/0cbd2,1.0,0.0
/m/06fc0b,/people/person/profession2,/m/0cbd2,0.0,1.0
/m/0gbwp,/people/person/gender2,/m/02zsn,1.0,0.0
/m/05lnk0,/people/person/profession7,/m/0kyk,0.0,0.0
/m/03yf4d,/people/person/profession1,/m/0frz0,1.0,0.0
/m/0j1yf,/people/person/profession2,/m/0cbd2,1.0,1.0
/m/06rq2l,/people/person/profession1,/m/0frz0,1.0,1.0
/m/087qxp,/people/person/profession1,/m/0frz0,1.0,1.0
/m/076psv,/people/person/gender1,/m/05zppz,1.0,1.0
/m/048hf,/people/person/gender2,/m/02zsn,0.0,1.0
/m/0g5ff,/people/person/profession3,/m/05snw,0.0,0.0
/m/053y4h,/people/person/profession1,/m/0frz0,1.0,1.0
/m/042fk,/people/person/profession1,/m/0frz0,0.0,0.0
/m/071jrc,/people/person/gender2,/m/02zsn,0.0,0.0
/m/05p92jn,/people/person/gender1,/m/05zppz,0.0,1.0
/m/0693l,/people/person/profession4,/m/0dgd_,1.0,0.0
/m/042xh,/people/person/gender2,/m/02zsn,1.0,1.0
/m/0htcn,/people/person/profession7,/m/0kyk,0.0,0.0
/m/085gk,/people/person/profession4,/m/0dgd_,0.0,0.0
/m/06s27s,/people/person/gender2,/m/02zsn,0.0,1.0
/m/0534nr,/people/person/gender1,/m/05zppz,1.0,0.0
/m/04pf4r,/people/person/gender1,/m/05zppz,1.0,1.0
/m/04cw0n4,/people/person/profession4,/m/0dgd_,1.0,1.0
/m/04wp63,/people/person/gender2,/m/02zsn,0.0,0.0
/m/0gnbw,/people/person/gender1,/m/05zppz,1.0,1.0
